t,x,y,vx,vy
2.005503845720658873e+01,5.685998612764640294e-04,1.507816502368448116e-05,-2.963767275152207148e+01,-3.926749719817921314e-01
2.005503878716542232e+01,5.587781108934742084e-04,1.494746712726366305e-05,-2.989701942768013865e+01,-3.995824544228766539e-01
2.005503907817184839e+01,5.500436634047929652e-04,1.483026818958377662e-05,-3.013346292119506842e+01,-4.059324111658100254e-01
2.005503936957419242e+01,5.412272784318887921e-04,1.471102087507697991e-05,-3.037790136643545935e+01,-4.125497068805685230e-01
2.005503966097653645e+01,5.323384909954752189e-04,1.458980546791516498e-05,-3.063046479210944995e+01,-4.194431558411997329e-01
2.005503995237888049e+01,5.233748638015051037e-04,1.446653878263572255e-05,-3.089163795973546556e+01,-4.266316706767234179e-01
2.005504024378122452e+01,5.143338122292084348e-04,1.434113186147314844e-05,-3.116194803504219735e+01,-4.341359919413413926e-01
2.005504050078247147e+01,5.062936514371731925e-04,1.422867771113568617e-05,-3.140838645293050746e+01,-4.410346081999854673e-01
2.005504075813337295e+01,4.981780684690541566e-04,1.411425822742877644e-05,-3.166315785161602037e+01,-4.482236659472780826e-01
2.005504101548427442e+01,4.899958405559696768e-04,1.399795044920397633e-05,-3.192639775878610564e+01,-4.557127414099866325e-01
2.005504127283517590e+01,4.817447242023941128e-04,1.387967456284458006e-05,-3.219861143275820581e+01,-4.635223818217557024e-01
2.005504153018607738e+01,4.734223403003630110e-04,1.375934521634538810e-05,-3.248034832902293800e+01,-4.716751203474868204e-01
2.005504175715556414e+01,4.660212961221730631e-04,1.365144440540249598e-05,-3.273720425454866501e+01,-4.791698140355479807e-01
2.005504198443383856e+01,4.585508273684942514e-04,1.354165794206236321e-05,-3.300274545892975908e+01,-4.869800483524581169e-01
2.005504221171211299e+01,4.510190133939632248e-04,1.343005974587443652e-05,-3.327711320989718047e+01,-4.951162276484341040e-01
2.005504243899038741e+01,4.434237890974186734e-04,1.331657323835473594e-05,-3.356083412762471596e+01,-5.036006750687015421e-01
2.005504266626866183e+01,4.357629645486222540e-04,1.320111652706445416e-05,-3.385448089803344374e+01,-5.124578713560989929e-01
2.005504286671558845e+01,4.289502475664242745e-04,1.309758522947763792e-05,-3.412219476225047288e+01,-5.206001612367041620e-01
2.005504306743524978e+01,4.220736255210135357e-04,1.299224471038095526e-05,-3.439896113438474146e+01,-5.290852620685407848e-01
2.005504326815491112e+01,4.151405365483697932e-04,1.288516591341757815e-05,-3.468492721809000301e+01,-5.379244765804236383e-01
2.005504346887457245e+01,4.081490797597275887e-04,1.277627536397336417e-05,-3.498064189734660800e+01,-5.471420573842851187e-01
2.005504366959423379e+01,4.010972393634774425e-04,1.266549448880802075e-05,-3.528670206930272712e+01,-5.567646012013311996e-01
2.005504384661787398e+01,3.948260910560817054e-04,1.256615616803503613e-05,-3.556573302285985960e+01,-5.656104659364447063e-01
2.005504402388244145e+01,3.884961169863720889e-04,1.246508193337462223e-05,-3.585419929951260087e+01,-5.748287720003122381e-01
2.005504420114700892e+01,3.821141663090025608e-04,1.236233989300413773e-05,-3.615225422795322885e+01,-5.844317962654699272e-01
2.005504437841157639e+01,3.756784892899098075e-04,1.225785955010325840e-05,-3.646046989686155371e+01,-5.944458877025593502e-01
2.005504455567614386e+01,3.691872304291574048e-04,1.215156551580566322e-05,-3.677946843778183705e+01,-6.048999420397517257e-01
2.005504471201351535e+01,3.634146107877770184e-04,1.205625075761103863e-05,-3.707029483359281130e+01,-6.145101970954682802e-01
2.005504486856348478e+01,3.575878497601838531e-04,1.195927056721080581e-05,-3.737095508220749451e+01,-6.245250705894365151e-01
2.005504502511345422e+01,3.517132455622328457e-04,1.186069018898840803e-05,-3.768160931560110782e+01,-6.349579114885290920e-01
2.005504518166342365e+01,3.457891876069421264e-04,1.176044198344104796e-05,-3.800285380335473207e+01,-6.458373462608117954e-01
2.005504533821339308e+01,3.398139679528772009e-04,1.165845361725198218e-05,-3.833533697283733233e+01,-6.571947682878154229e-01
2.005504547628173384e+01,3.345002557781585808e-04,1.156699979039894896e-05,-3.863845727986623046e+01,-6.676354870588394608e-01
2.005504561453794565e+01,3.291367029220708114e-04,1.147394796313719221e-05,-3.895182741249929848e+01,-6.785158043683764406e-01
2.005504575279415747e+01,3.237291114954630122e-04,1.137936081607710033e-05,-3.927561401444235401e+01,-6.898502147115400662e-01
2.005504589105036928e+01,3.182759989882243622e-04,1.128317345071665834e-05,-3.961043855964268801e+01,-7.016698191743783175e-01
2.005504602930658109e+01,3.127757932779324374e-04,1.118531646489444634e-05,-3.995697688429883243e+01,-7.140087249754576426e-01
2.005504615124078072e+01,3.078845107339569934e-04,1.109756737118173491e-05,-4.027291090715097965e+01,-7.253517087415041198e-01
2.005504627334086720e+01,3.029473521951985947e-04,1.100828507591108757e-05,-4.059952794261317877e+01,-7.371722837373391179e-01
2.005504639544095369e+01,2.979696572030809433e-04,1.091752969724772974e-05,-4.093700176120230338e+01,-7.494862009463396646e-01
2.005504651754104017e+01,2.929500611445056833e-04,1.082523896652075271e-05,-4.128598010366901150e+01,-7.623272500676834262e-01
2.005504663964112666e+01,2.878871169209572538e-04,1.073134629384469870e-05,-4.164716737029593929e+01,-7.757324868409612995e-01
2.005504674732648951e+01,2.833846898167903007e-04,1.064715209703991693e-05,-4.197645646690540389e+01,-7.880557364355507133e-01
2.005504685515834851e+01,2.788400351021965199e-04,1.056148684918138243e-05,-4.231688011430105689e+01,-8.008978577051951708e-01
2.005504696299020750e+01,2.742580675971629362e-04,1.047440822847337942e-05,-4.266861944180707411e+01,-8.142759644799194563e-01
2.005504707082206650e+01,2.696375312136945401e-04,1.038585648935357779e-05,-4.303234956436707392e+01,-8.282267676173105109e-01
2.005504717865392550e+01,2.649770939388218440e-04,1.029576774008723173e-05,-4.340880465048448400e+01,-8.427905264067268032e-01
2.005504727375550544e+01,2.608326137839621990e-04,1.021498458355743589e-05,-4.375201310443430458e+01,-8.561787962474068925e-01
2.005504736898647877e+01,2.566492632799237026e-04,1.013278998366107489e-05,-4.410682679289665487e+01,-8.701307917832820094e-01
2.005504746421745210e+01,2.524315673043041829e-04,1.004923929665317304e-05,-4.447343443209594227e+01,-8.846651045554824178e-01
2.005504755944842543e+01,2.481783696656491059e-04,9.964275197597526859e-06,-4.485253966583897522e+01,-8.998216193162016374e-01
2.005504765467939876e+01,2.438884442864071365e-04,9.877836383316941150e-06,-4.524490768641358329e+01,-9.156440760786810351e-01
2.005504773866771373e+01,2.400734576275759605e-04,9.800326168875490772e-06,-4.560262364569251758e+01,-9.301894595982698188e-01
2.005504782277029463e+01,2.362226919897404275e-04,9.721461719636025772e-06,-4.597243529842348408e+01,-9.453472990308225965e-01
2.005504790687287553e+01,2.323403122566903276e-04,9.641296143058419445e-06,-4.635453935456214936e+01,-9.611377950456523322e-01
2.005504799097545643e+01,2.284252541917416123e-04,9.559774436538626084e-06,-4.674966918932105386e+01,-9.776042808974451104e-01
2.005504807507803733e+01,2.244763892309504865e-04,9.476837780343751259e-06,-4.715862232636357021e+01,-9.947942784838826880e-01
2.005504814925177115e+01,2.209647033927163672e-04,9.402467953846034592e-06,-4.753145875485796523e+01,-1.010596843041737802e+00
2.005504822352640204e+01,2.174200846146591805e-04,9.326798788305750573e-06,-4.791690198191424344e+01,-1.027064807146407466e+00
2.005504829780103293e+01,2.138463659223911414e-04,9.249881222796426977e-06,-4.831515710045610490e+01,-1.044220122268700424e+00
2.005504837207566382e+01,2.102425677228099497e-04,9.171662482689402508e-06,-4.872698847052425464e+01,-1.062109868607491903e+00
2.005504844635029471e+01,2.066076512124436523e-04,9.092086130792031743e-06,-4.915322731007601931e+01,-1.080785677245971632e+00
2.005504851185632376e+01,2.033751575322825713e-04,9.020729523022760974e-06,-4.954182271050770936e+01,-1.097954142426772473e+00
2.005504857745147973e+01,2.001123489974264826e-04,8.948126206876322834e-06,-4.994355776560858828e+01,-1.115845539548320220e+00
2.005504864304663570e+01,1.968227548108062862e-04,8.874325076336463306e-06,-5.035864611652515777e+01,-1.134483714482618977e+00
2.005504870864179168e+01,1.935054732932232555e-04,8.799275494224880487e-06,-5.078788441380351060e+01,-1.153919818680188225e+00
2.005504877423694765e+01,1.901595482652042258e-04,8.722923309082893727e-06,-5.123213898941219924e+01,-1.174209948078689392e+00
2.005504883208816480e+01,1.871840526877340742e-04,8.654457840194666231e-06,-5.163715887760262291e+01,-1.192862453920531474e+00
2.005504889001808877e+01,1.841806531666892888e-04,8.584796178420238307e-06,-5.205587362565933063e+01,-1.212300396687404413e+00
2.005504894794801274e+01,1.811525982558449723e-04,8.513985233716275875e-06,-5.248850589765132924e+01,-1.232549685913573168e+00
2.005504900587793671e+01,1.780990579962947820e-04,8.441976419554079753e-06,-5.293588599381993021e+01,-1.253665896665850488e+00
2.005504906380786068e+01,1.750191522645807446e-04,8.368717777386679461e-06,-5.339891683799854150e+01,-1.275709976174844051e+00
2.005504911489880726e+01,1.722802238705438448e-04,8.303026266397595727e-06,-5.382105482304807254e+01,-1.295974899469622743e+00
2.005504916605926269e+01,1.695156107165446836e-04,8.236187025183629824e-06,-5.425746629260833487e+01,-1.317093174398525468e+00
2.005504921721971812e+01,1.667283030361531304e-04,8.168245060204764679e-06,-5.470838331019859879e+01,-1.339092952965199368e+00
2.005504926838017354e+01,1.639175368880401253e-04,8.099153752206189258e-06,-5.517467124311268378e+01,-1.362034616882594751e+00
2.005504931954062897e+01,1.610825021573123416e-04,8.028863246390760213e-06,-5.565727114817269694e+01,-1.385984384748248699e+00
2.005504936466130061e+01,1.585613347901840080e-04,7.965833254851957345e-06,-5.609724987488568360e+01,-1.408001217855338716e+00
2.005504940984335249e+01,1.560165255351337807e-04,7.901702030604889138e-06,-5.655210507494334138e+01,-1.430945194236042717e+00
2.005504945502540437e+01,1.534508267065092825e-04,7.836512750157873536e-06,-5.702207862833120089e+01,-1.454846903944354786e+00
2.005504950020745625e+01,1.508635351321194120e-04,7.770220681581617404e-06,-5.750807244483526404e+01,-1.479771951542111941e+00
2.005504954538950813e+01,1.482539051399381716e-04,7.702777988333291747e-06,-5.801106731849020548e+01,-1.505792283448559976e+00
2.005504958523757963e+01,1.459331873470400356e-04,7.642301609579446652e-06,-5.846963978736989276e+01,-1.529712605111015922e+00
2.005504962513985845e+01,1.435907080568251662e-04,7.580768605340802702e-06,-5.894371713330075124e+01,-1.554640249897788040e+00
2.005504966504213726e+01,1.412290006290813809e-04,7.518220397278094101e-06,-5.943355145705226050e+01,-1.580608457066217110e+00
2.005504970494441608e+01,1.388474178293891913e-04,7.454614064062649037e-06,-5.994008274789937474e+01,-1.607688506372572546e+00
2.005504974484669489e+01,1.364452733051704184e-04,7.389903705357178082e-06,-6.046433320822131918e+01,-1.635958568153477399e+00
2.005504978003832051e+01,1.343090693518680164e-04,7.331877377013752897e-06,-6.094228408775118311e+01,-1.661947097198577028e+00
2.005504981527783670e+01,1.321528334388070818e-04,7.272837180913945839e-06,-6.143639502883400638e+01,-1.689030088489396064e+00
2.005504985051735289e+01,1.299788986935002002e-04,7.212822890231682594e-06,-6.194692849369308618e+01,-1.717243644873791775e+00
2.005504988575686909e+01,1.277866693707127067e-04,7.151793320526025445e-06,-6.247486415410484284e+01,-1.746665213104824588e+00
2.005504992099638528e+01,1.255755137197826451e-04,7.089704428835076692e-06,-6.302126736373764260e+01,-1.777379726813603344e+00
2.005504995207571639e+01,1.236091543752869425e-04,7.034028759425342405e-06,-6.351941433505912471e+01,-1.805615468149647462e+00
2.005504998319732834e+01,1.216243572030420607e-04,6.977380301040220414e-06,-6.403440363039811700e+01,-1.835040328618255057e+00
2.005505001431894030e+01,1.196232689332491948e-04,6.919797187688578782e-06,-6.456650899024808155e+01,-1.865693549842560861e+00
2.005505004544055225e+01,1.176053412176768177e-04,6.861239901274743030e-06,-6.511675143385392062e+01,-1.897659279747587302e+00
2.005505007656216421e+01,1.155699925680550951e-04,6.801666180777030079e-06,-6.568624127630435794e+01,-1.931029801098604004e+00
2.005505010400976573e+01,1.137599747792427903e-04,6.748245794214634684e-06,-6.620543624639581992e+01,-1.961707279446979202e+00
2.005505013149470628e+01,1.119329858492635910e-04,6.693892007796018584e-06,-6.674218469900092998e+01,-1.993676743067213764e+00
2.005505015897964682e+01,1.100910016093038226e-04,6.638641401539521871e-06,-6.729677196083808610e+01,-2.026980835830511474e+00
2.005505018646458737e+01,1.082335173390989200e-04,6.582456055849185700e-06,-6.787026213640258732e+01,-2.061710987761518066e+00
2.005505021394952792e+01,1.063599978158767342e-04,6.525295419088432381e-06,-6.846381239157892651e+01,-2.097967467888140813e+00
2.005505023818979993e+01,1.046938922035955044e-04,6.474038796901414893e-06,-6.900494289812465354e+01,-2.131298079899130560e+00
2.005505026246305889e+01,1.030121644590816567e-04,6.421886529702897615e-06,-6.956436831523164699e+01,-2.166032477162171954e+00
